0.000	start	-	20,52,0	centre=0,0 rmax=20 _=0 relief_sd=2.3	0.00,0.00,0.00,0.0000
102.709	place	mcl_books:bookshelf	21,40,17	-	14.75,53.30,-5.09,37.4068
104.025	place	mcl_colorblocks:hardened_clay_orange	18,40,23	-	16.21,51.61,2.66,37.6120
105.340	place	mcl_books:bookshelf	14,38,33	-	16.15,51.25,10.54,37.7881
106.656	place	mcl_core:gravel	-4,41,24	-	11.42,51.05,16.08,38.7812
107.971	place	mcl_core:gravel	-17,38,22	-	4.54,50.33,19.64,39.1459
109.288	place	mcl_colorblocks:hardened_clay_orange	-24,38,18	-	-3.30,50.22,20.19,39.3820
111.918	place	mcl_books:bookshelf	-13,41,-5	-	-16.07,50.21,12.96,40.9882
113.245	place	mcl_books:bookshelf	6,42,3	-	-10.54,50.68,7.73,42.1061
114.564	place	mcl_core:gravel	17,40,15	-	-2.76,51.77,8.12,42.7405
115.878	place	mcl_colorblocks:hardened_clay_orange	20,39,27	-	3.90,51.77,12.22,43.1452
117.191	redig	mcl_core:brick_block	10,38,33	22.452	8.83,50.99,18.34,43.3105
118.496	place	mcl_core:gravel	18,40,-3	-	14.43,50.59,15.31,41.0529
119.815	place	mcl_colorblocks:hardened_clay_orange	14,45,-7	-	14.30,51.08,7.41,40.8003
121.130	place	mcl_colorblocks:hardened_clay_orange	13,39,-21	-	13.90,51.02,-0.46,40.7786
125.075	place	mcl_core:birchwood	-15,39,-14	-	5.66,51.10,-18.11,39.0932
126.390	place	mcl_core:brick_block	-26,37,-13	-	-2.12,51.21,-16.77,39.0958
129.005	place	mcl_core:brick_block	-25,38,8	-	-16.51,50.71,-12.13,38.1071
130.327	place	mcl_colorblocks:hardened_clay_orange	-21,38,17	-	-17.68,50.19,-4.30,37.8352
131.645	place	mcl_books:bookshelf	-21,39,23	-	-18.71,49.88,3.55,37.8259
132.959	place	mcl_core:mossycobble	-4,40,22	-	-16.54,49.64,10.50,36.8594
134.275	place	mcl_core:brick_block	6,37,31	-	-10.68,50.24,15.80,36.8688
135.593	place	mcl_colorblocks:hardened_clay_orange	16,39,19	-	-4.02,50.25,19.35,36.1228
136.914	place	mcl_colorblocks:hardened_clay_orange	22,40,19	-	3.91,50.13,19.27,36.1096
138.229	place	mcl_colorblocks:hardened_clay_orange	26,39,4	-	10.82,50.42,16.10,35.4527
139.545	place	mcl_core:birchwood	30,39,-5	-	16.84,50.89,11.02,35.2577
140.862	place	mcl_core:brick_block	23,47,-11	-	19.24,52.17,3.52,34.8213
142.173	place	mcl_core:brick_block	12,39,-26	-	19.12,52.26,-4.09,34.2504
143.489	place	mcl_colorblocks:hardened_clay_orange	3,39,-28	-	16.50,51.28,-11.49,33.8824
144.812	place	mcl_core:birchwood	-7,38,-32	-	10.49,51.11,-16.67,33.7018
146.124	place	mcl_core:gravel	-14,41,-22	-	3.30,50.45,-19.25,33.1257
147.448	place	mcl_core:brick_block	-25,38,-10	-	-4.48,50.20,-19.35,32.5438
150.089	place	mcl_core:gravel	-29,37,10	-	-16.78,50.33,-10.13,31.9686
151.404	place	mcl_colorblocks:hardened_clay_orange	-20,38,17	-	-19.48,49.46,-2.93,31.4398
152.735	place	mcl_colorblocks:hardened_clay_orange	-12,39,23	-	-19.43,49.09,5.04,31.1792
154.051	place	mcl_colorblocks:hardened_clay_orange	-2,38,23	-	-15.95,49.81,12.11,30.6895
155.365	place	mcl_core:birchwood	9,38,26	-	-10.01,49.96,17.19,30.2617
156.681	place	mcl_core:brick_block	17,39,20	-	-2.61,50.11,19.69,29.8845
157.996	place	mcl_core:gravel	22,40,12	-	5.14,50.07,19.08,29.4600
159.312	place	mcl_core:gravel	24,39,5	-	12.30,50.57,15.82,29.1365
160.628	place	mcl_books:bookshelf	23,40,-6	-	16.77,50.92,9.41,28.6067
161.944	place	mcl_books:bookshelf	14,40,-18	-	17.24,51.17,1.60,28.1223
163.260	place	mcl_colorblocks:hardened_clay_orange	5,38,-26	-	14.78,51.03,-5.87,27.8188
165.892	redig	mcl_core:birchwood	-6,43,-22	75.074	4.86,51.44,-18.01,27.3893
167.210	place	mcl_core:brick_block	-21,38,-9	-	-2.06,50.50,-19.91,26.1918
171.163	place	mcl_core:brick_block	-19,38,15	-	-18.74,49.74,-4.96,25.1410
172.480	place	mcl_core:brick_block	-21,38,25	-	-18.69,49.42,2.94,25.1211
173.794	place	mcl_colorblocks:hardened_clay_orange	-18,38,30	-	-19.81,49.10,10.64,25.0174
175.107	place	mcl_core:gravel	0,41,3	-	-13.67,49.98,11.87,22.9612
176.423	place	mcl_core:brick_block	-8,47,-4	-	-9.67,51.07,5.28,22.1923
177.736	place	mcl_core:birchwood	-16,44,-17	-	-10.44,51.83,-2.46,21.6225
179.051	place	mcl_core:brick_block	-33,38,-24	-	-15.11,51.40,-8.70,21.1078
180.364	place	mcl_core:brick_block	-4,38,-34	-	-16.69,50.28,-15.09,22.5777
181.678	place	mcl_core:birchwood	3,41,-3	-	-10.46,51.65,-16.34,24.3551
186.942	place	mcl_core:gravel	-15,39,21	-	-23.15,48.64,5.99,24.6661
188.257	place	mcl_core:gravel	-4,41,-3	-	-16.06,49.37,5.84,22.9389
189.574	place	mcl_core:birchwood	-10,39,-21	-	-12.37,50.72,-0.91,22.1168
190.889	place	mcl_colorblocks:hardened_clay_orange	-27,39,-27	-	-14.22,51.25,-8.42,21.4127
192.207	place	mcl_core:brick_block	-7,37,-36	-	-16.43,50.36,-15.21,22.4084
193.524	place	mcl_books:bookshelf	4,41,-6	-	-10.56,51.77,-17.93,24.2238
194.842	place	mcl_core:birchwood	-11,40,10	-	-8.11,52.19,-10.75,25.2500
197.476	place	mcl_colorblocks:hardened_clay_orange	-42,40,0	-	-19.19,51.33,-1.28,26.6310
198.789	place	mcl_colorblocks:hardened_clay_orange	-24,39,23	-	-23.13,48.93,4.55,25.1846
200.108	place	mcl_core:brick_block	-3,41,0	-	-17.04,49.21,6.62,23.1149
201.431	place	mcl_core:brick_block	-8,39,-19	-	-12.42,50.66,0.48,22.2358
202.746	place	mcl_core:brick_block	-23,39,-28	-	-13.43,51.27,-7.19,21.5381
204.062	place	mcl_core:brick_block	-12,37,-36	-	-16.98,50.48,-13.83,22.2314
205.375	place	mcl_core:mossycobble	9,40,-13	-	-11.91,52.55,-18.72,23.8410
206.695	place	mcl_core:brick_block	-8,48,-5	-	-8.09,51.24,-12.29,25.1030
208.007	place	mcl_books:bookshelf	-26,42,16	-	-11.01,55.93,-5.18,25.8705
209.322	place	mcl_core:birchwood	-42,38,2	-	-17.86,51.89,-1.57,26.5455
210.641	place	mcl_colorblocks:hardened_clay_orange	-25,38,23	-	-22.72,49.41,3.32,25.2618
211.958	place	mcl_core:gravel	-4,41,4	-	-18.07,49.05,7.36,23.3072
213.275	place	mcl_core:brick_block	-10,48,-5	-	-12.53,50.50,2.11,22.3780
214.589	place	mcl_core:mossycobble	-13,39,-16	-	-12.54,51.25,-5.60,21.6469
215.905	place	mcl_books:bookshelf	-26,39,-31	-	-17.21,50.69,-11.86,21.5533
218.546	place	mcl_core:brick_block	-7,50,-9	-	-8.54,51.36,-14.02,24.8786
222.495	place	mcl_core:gravel	-23,38,12	-	-22.55,49.67,1.66,25.3791
223.809	place	mcl_colorblocks:hardened_clay_orange	-5,42,7	-	-19.36,48.86,7.16,23.5270
225.132	place	mcl_colorblocks:hardened_clay_orange	-9,48,-4	-	-13.08,50.44,2.84,22.5106
226.451	place	mcl_core:brick_block	-15,45,-18	-	-12.23,51.34,-4.84,21.7529
227.768	place	mcl_core:brick_block	-34,37,-28	-	-16.48,51.24,-11.35,21.1978
230.397	place	mcl_core:brick_block	-2,41,2	-	-8.60,51.39,-15.11,24.7697
233.026	place	mcl_colorblocks:hardened_clay_orange	-33,42,5	-	-15.16,53.38,-2.38,26.3073
234.343	place	mcl_core:gravel	-29,43,14	-	-22.16,50.07,0.33,25.5775
235.659	place	mcl_core:gravel	-6,40,12	-	-21.00,48.76,7.13,23.8786
236.973	place	mcl_core:brick_block	-8,46,-3	-	-14.10,50.12,4.24,22.6799
238.288	place	mcl_core:brick_block	-14,44,-19	-	-12.05,50.83,-3.18,21.8999
239.604	place	mcl_core:birchwood	-32,37,-28	-	-15.45,51.29,-10.13,21.2302
240.927	place	mcl_colorblocks:hardened_clay_orange	-3,38,-37	-	-15.62,51.63,-17.08,22.5742
242.241	place	mcl_core:brick_block	0,42,-1	-	-9.47,51.46,-16.40,24.5609
247.504	place	mcl_books:bookshelf	-11,39,19	-	-22.47,48.66,6.63,24.3836
248.820	place	mcl_colorblocks:hardened_clay_orange	-3,41,-5	-	-15.28,49.55,5.54,22.8571
250.137	place	mcl_core:birchwood	-11,40,-21	-	-12.14,50.76,-1.47,22.0370
251.453	place	mcl_colorblocks:hardened_clay_orange	-28,38,-27	-	-14.57,51.34,-8.82,21.3399
252.768	place	mcl_core:mossycobble	-11,36,-40	-	-16.40,50.48,-15.61,22.4515
254.084	place	mcl_books:bookshelf	3,41,-4	-	-10.38,51.81,-17.44,24.3298
255.397	place	mcl_core:gravel	-12,40,12	-	-8.40,52.93,-10.12,25.3023
258.026	place	mcl_core:brick_block	-40,34,3	-	-19.86,51.04,-1.22,26.6381
259.342	redig	mcl_core:gravel	-28,42,13	89.547	-23.23,48.82,5.16,25.1366
260.659	place	mcl_books:bookshelf	-3,41,-1	-	-16.59,49.25,6.32,23.0410
261.975	place	mcl_core:brick_block	-5,43,-22	-	-12.34,50.69,-0.06,22.1923
263.289	place	mcl_books:bookshelf	-24,38,-28	-	-13.62,51.33,-7.67,21.4935
264.607	place	mcl_colorblocks:hardened_clay_orange	-10,37,-36	-	-16.95,50.60,-14.32,22.2812
265.923	place	mcl_core:birchwood	7,42,-10	-	-11.57,52.62,-18.47,24.0020
267.236	place	mcl_books:bookshelf	-7,41,-1	-	-8.25,51.26,-11.73,25.1491
269.867	place	mcl_books:bookshelf	-41,38,1	-	-18.64,51.55,-1.68,26.5667
271.184	place	mcl_core:brick_block	-27,38,27	-	-22.88,49.11,3.84,25.2092
272.500	place	mcl_core:brick_block	-4,42,2	-	-17.36,49.13,6.77,23.1960
273.815	place	mcl_books:bookshelf	-14,40,-8	-	-12.35,50.59,1.01,22.2979
275.130	place	mcl_core:mossycobble	-17,45,-18	-	-12.83,51.23,-6.71,21.6021
276.444	place	mcl_core:birchwood	-18,37,-37	-	-16.97,50.94,-13.23,21.9625
277.759	place	mcl_core:birchwood	12,39,-20	-	-12.82,53.44,-19.27,23.5377
279.075	place	mcl_books:bookshelf	-3,42,-9	-	-8.19,51.39,-13.59,24.9876
283.020	place	mcl_books:bookshelf	-26,42,14	-	-22.58,49.61,2.04,25.3653
284.336	place	mcl_core:birchwood	-7,41,5	-	-19.31,48.84,7.50,23.5105
285.649	place	mcl_core:mossycobble	-8,41,0	-	-13.10,50.37,3.16,22.5157
286.979	place	mcl_books:bookshelf	-12,39,-19	-	-12.08,51.36,-4.57,21.7761
288.291	place	mcl_colorblocks:hardened_clay_orange	-32,37,-31	-	-16.12,51.43,-11.18,21.1936
290.939	place	mcl_colorblocks:hardened_clay_orange	-5,41,-13	-	-9.02,51.51,-15.36,24.7307
293.569	place	mcl_colorblocks:hardened_clay_orange	-32,41,7	-	-15.13,53.26,-2.49,26.3112
294.882	place	mcl_books:bookshelf	-31,37,17	-	-22.12,50.05,0.16,25.5321
296.216	place	mcl_core:mossycobble	-2,40,16	-	-20.85,48.80,7.07,23.8757
297.530	place	mcl_core:gravel	-11,46,-5	-	-13.97,50.23,4.15,22.6645
298.845	place	mcl_books:bookshelf	-12,40,-15	-	-12.18,50.85,-3.32,21.8515
300.161	place	mcl_books:bookshelf	-35,37,-31	-	-15.81,51.22,-10.19,21.2585
301.478	redig	mcl_colorblocks:hardened_clay_orange	-7,38,-29	32.973	-15.52,51.66,-17.17,22.5956
302.791	place	mcl_colorblocks:hardened_clay_orange	2,41,2	-	-9.37,51.47,-16.02,24.5924
308.067	place	mcl_books:bookshelf	-9,39,18	-	-22.42,48.68,6.91,24.2757
309.381	place	mcl_core:mossycobble	-4,41,-5	-	-15.26,49.67,5.44,22.8264
310.694	place	mcl_core:gravel	-10,39,-18	-	-12.19,50.78,-1.60,22.0370
312.017	place	mcl_books:bookshelf	-31,37,-25	-	-14.64,51.53,-8.98,21.3288
313.333	place	mcl_books:bookshelf	-6,37,-36	-	-16.31,50.65,-15.78,22.4583
314.666	place	mcl_core:brick_block	-1,41,-1	-	-10.21,52.15,-17.51,24.3512
315.978	place	mcl_books:bookshelf	-15,39,16	-	-8.27,52.98,-10.18,25.3072
318.614	place	mcl_core:gravel	-45,38,-1	-	-19.95,51.08,-1.43,26.6268
319.926	place	mcl_core:brick_block	-23,38,24	-	-23.12,48.83,5.00,25.1294
321.244	place	mcl_books:bookshelf	-7,41,-2	-	-16.48,49.30,6.17,23.0461
322.559	place	mcl_core:birchwood	-8,39,-23	-	-12.12,50.71,-0.14,22.2109
323.874	place	mcl_books:bookshelf	-19,38,-27	-	-13.20,51.19,-7.81,21.5234
325.200	place	mcl_books:bookshelf	-14,37,-37	-	-17.05,50.68,-14.38,22.1192
326.514	place	mcl_core:birchwood	4,42,-11	-	-12.05,53.42,-18.78,23.9801
327.828	place	mcl_core:gravel	-8,47,-6	-	-8.63,51.42,-12.09,25.1257
329.142	place	mcl_core:birchwood	-30,42,16	-	-11.54,54.90,-4.95,25.8628
330.466	place	mcl_books:bookshelf	-38,34,3	-	-18.46,51.46,-1.39,26.5712
331.781	place	mcl_core:mossycobble	-26,38,21	-	-23.09,49.05,3.76,25.2441
333.095	place	mcl_books:bookshelf	-3,41,-2	-	-17.89,49.03,7.07,23.2341
334.410	place	mcl_books:bookshelf	-8,41,-1	-	-12.61,50.54,1.54,22.3570
335.725	place	mcl_core:brick_block	-21,38,-14	-	-12.65,51.37,-6.19,21.6548
337.040	place	mcl_core:birchwood	-23,38,-34	-	-17.07,51.09,-12.61,21.7166
338.358	place	mcl_core:mossycobble	11,39,-23	-	-13.49,53.72,-19.04,23.4026
339.672	place	mcl_core:brick_block	-5,41,5	-	-8.55,51.53,-13.75,24.9455
343.616	place	mcl_colorblocks:hardened_clay_orange	-25,38,22	-	-22.42,49.84,2.15,25.3016
344.928	place	mcl_books:bookshelf	-4,41,6	-	-18.75,49.02,7.29,23.4594
346.234	place	mcl_core:brick_block	-9,48,-5	-	-12.67,50.48,2.80,22.4923
347.550	place	mcl_books:bookshelf	-18,39,-14	-	-11.87,51.35,-4.87,21.7566
348.868	place	mcl_core:brick_block	-33,37,-32	-	-16.05,51.36,-11.43,21.1593
351.498	place	mcl_books:bookshelf	-1,41,1	-	-8.91,51.68,-15.82,24.7209
354.126	place	mcl_core:gravel	-33,43,6	-	-14.74,53.38,-2.75,26.2498
355.451	place	mcl_core:mossycobble	-29,42,13	-	-21.82,50.09,0.16,25.6303
356.770	place	mcl_books:bookshelf	-7,40,15	-	-21.34,48.85,7.31,24.0383
358.086	place	mcl_books:bookshelf	-6,41,-2	-	-14.30,50.05,4.95,22.7276
359.398	place	mcl_books:bookshelf	-13,41,-20	-	-11.98,50.81,-2.37,21.9345
360.712	place	mcl_core:brick_block	-31,37,-27	-	-15.10,51.24,-9.44,21.2583
362.028	place	mcl_core:brick_block	-4,37,-36	-	-15.97,50.64,-16.25,22.5431
363.343	place	mcl_colorblocks:hardened_clay_orange	2,41,-3	-	-9.80,51.64,-16.98,24.4389
364.658	place	mcl_core:brick_block	-15,40,14	-	-8.55,53.48,-9.49,25.4098
365.972	place	mcl_core:birchwood	-33,41,8	-	-13.39,54.37,-3.49,26.1499
367.291	place	mcl_colorblocks:hardened_clay_orange	-30,36,4	-	-20.88,50.59,-1.18,26.1558
368.605	place	mcl_books:bookshelf	-12,39,19	-	-22.42,48.84,6.16,24.6295
369.920	place	mcl_core:birchwood	-4,41,-6	-	-15.32,49.56,5.85,22.9130
371.235	place	mcl_core:gravel	-8,40,-17	-	-11.85,50.74,-0.99,22.0782
372.548	place	mcl_core:gravel	-26,38,-28	-	-13.88,51.32,-8.45,21.4164
373.863	place	mcl_core:gravel	-9,37,-37	-	-16.62,50.60,-15.16,22.3274
375.178	place	mcl_core:brick_block	6,41,-7	-	-10.96,52.60,-18.41,24.1541
376.491	place	mcl_core:gravel	-10,46,-4	-	-8.23,51.70,-11.37,25.2175
379.126	place	mcl_core:birchwood	-46,33,2	-	-19.09,51.36,-1.59,26.5505
380.445	redig	mcl_books:bookshelf	-26,42,15	47.446	-22.65,49.25,4.54,25.1533
381.759	place	mcl_core:gravel	-4,41,3	-	-16.77,49.35,6.94,23.1474
383.075	place	mcl_core:birchwood	-9,41,-1	-	-12.04,50.64,0.94,22.2509
384.391	place	mcl_core:birchwood	-16,41,-16	-	-12.84,51.33,-6.76,21.5687
385.707	place	mcl_colorblocks:hardened_clay_orange	-19,37,-37	-	-17.25,50.90,-13.12,21.9329
387.023	place	mcl_core:gravel	10,40,-17	-	-12.91,53.72,-18.90,23.6297
388.338	place	mcl_books:bookshelf	-6,41,-6	-	-8.46,51.52,-13.02,25.0111
392.282	redig	mcl_books:bookshelf	-26,42,16	208.007	-22.75,49.46,2.71,25.3036
393.597	redig	mcl_core:gravel	-6,40,12	235.659	-18.49,48.96,7.19,23.3623
394.913	place	mcl_colorblocks:hardened_clay_orange	-9,41,0	-	-12.69,50.51,2.26,22.4354
396.241	place	mcl_core:gravel	-20,38,-18	-	-12.45,51.31,-5.51,21.6572
397.550	place	mcl_core:gravel	-28,38,-31	-	-17.08,50.91,-11.75,21.4548
400.185	place	mcl_books:bookshelf	-7,48,-10	-	-8.61,51.47,-13.90,24.8630
402.818	place	mcl_books:bookshelf	-34,43,5	-	-16.13,52.83,-1.63,26.3712
404.135	place	mcl_core:brick_block	-27,43,14	-	-22.60,49.82,1.74,25.5151
405.453	place	mcl_core:gravel	-5,41,8	-	-20.00,48.82,7.53,23.5848
406.767	place	mcl_core:gravel	-13,40,-2	-	-13.59,50.28,3.49,22.5577
408.081	place	mcl_core:gravel	-18,41,-21	-	-12.33,51.37,-4.10,21.8059
409.397	place	mcl_core:mossycobble	-33,37,-26	-	-16.25,51.23,-10.80,21.2364
412.029	place	mcl_core:mossycobble	-4,41,-1	-	-8.88,51.53,-15.56,24.6806
414.659	place	mcl_core:brick_block	-32,36,12	-	-14.27,54.01,-2.30,26.2105
415.974	place	mcl_core:mossycobble	-38,36,18	-	-21.67,50.33,-0.04,25.8840
417.290	redig	mcl_colorblocks:hardened_clay_orange	-13,39,22	88.231	-22.23,48.68,7.06,24.1720
418.604	place	mcl_core:birchwood	-3,41,-6	-	-15.09,49.76,5.24,22.7950
419.916	place	mcl_core:mossycobble	-12,38,-25	-	-12.15,50.78,-1.87,22.0365
421.231	place	mcl_core:brick_block	-31,37,-24	-	-14.43,51.58,-9.28,21.3719
422.546	place	mcl_books:bookshelf	-4,36,-39	-	-16.15,51.04,-16.12,22.4383
423.861	place	mcl_core:gravel	0,41,0	-	-10.15,52.16,-17.88,24.3454
425.176	place	mcl_core:brick_block	-7,41,10	-	-8.16,52.60,-10.53,25.2785
427.826	place	mcl_books:bookshelf	-42,39,1	-	-19.33,51.35,-0.99,26.6603
429.143	place	mcl_colorblocks:hardened_clay_orange	-29,38,24	-	-23.42,48.90,4.75,25.1922
430.456	place	mcl_core:gravel	-4,41,0	-	-17.35,49.16,6.83,23.1175
431.771	place	mcl_books:bookshelf	-11,40,-15	-	-12.71,50.64,0.75,22.2484
433.083	place	mcl_books:bookshelf	-23,39,-26	-	-13.64,51.21,-6.89,21.5228
434.397	place	mcl_core:birchwood	-10,37,-35	-	-17.08,50.39,-13.56,22.3080
435.719	place	mcl_core:gravel	9,40,-14	-	-11.89,52.57,-18.64,23.7740
437.035	place	mcl_core:birchwood	-6,41,3	-	-7.83,51.31,-12.40,25.0563
438.352	place	mcl_core:gravel	-31,36,14	-	-10.49,56.53,-5.18,25.8588
440.984	place	mcl_core:brick_block	-26,42,16	-	-22.82,49.43,2.65,25.3306
442.305	place	mcl_core:gravel	-4,42,9	-	-18.85,48.84,7.43,23.3987
443.625	place	mcl_colorblocks:hardened_clay_orange	-8,41,-2	-	-12.97,50.41,2.58,22.4312
444.940	redig	mcl_core:gravel	-10,39,-18	310.694	-12.55,51.54,-5.14,21.7217
446.253	place	mcl_books:bookshelf	-29,38,-31	-	-16.70,51.17,-11.75,21.4128
448.884	place	mcl_core:birchwood	-9,46,-8	-	-8.48,51.60,-14.51,24.8325
451.523	place	mcl_core:mossycobble	-36,41,5	-	-15.77,53.21,-2.18,26.3900
452.840	place	mcl_core:gravel	-26,37,12	-	-22.23,49.97,1.05,25.4317
454.154	place	mcl_colorblocks:hardened_clay_orange	-6,41,10	-	-20.06,48.92,7.38,23.7114
455.468	place	mcl_core:gravel	-12,40,1	-	-13.41,50.26,3.83,22.6026
456.782	place	mcl_core:birchwood	-15,39,-15	-	-11.96,51.10,-3.72,21.8114
458.100	place	mcl_core:gravel	-34,37,-25	-	-16.01,51.11,-10.33,21.1618
